"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD","Quantity","QuantityToken","QtyUnit","ProductDescription","NetWeight in KGM","Reporter Region","Reporter Income Group","Partner Region","Partner Income Group"
"CP","PER","3","Peru","COL","Colombia",2022,"Export",6,289884.185,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","3","Peru","DEU","Germany",2022,"Export",6,26792.738,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","3","Peru","ECU","Ecuador",2022,"Export",6,413250.921,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","3","Peru","FRA","France",2022,"Export",6,46214.931,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","3","Peru","ITA","Italy",2022,"Export",6,21316.705,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","3","Peru","JPN","Japan",2022,"Export",6,731927.443,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","PER","3","Peru","KOR","Korea, Rep.",2022,"Export",6,201915.514,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","PER","3","Peru","RUS","Russian Federation",2022,"Export",6,4856.635,93064.569,8,"Kg","OTHER TRANSPORTABLE GOODS, EXCEPT M",93065,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","PER","3","Peru","TUR","Turkey",2022,"Export",6,3233.288,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","PER","3","Peru","USA","United States",2022,"Export",6,597539.229,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","PER","3","Peru","ZAF","South Africa",2022,"Export",6,11302.103,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","PER","4","Peru","ARG","Argentina",2022,"Export",6,60394.923,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","4","Peru","BRA","Brazil",2022,"Export",6,538414.437,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","4","Peru","CAN","Canada",2022,"Export",6,1886501.038,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","PER","4","Peru","CHL","Chile",2022,"Export",6,192366.556,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","High income"
"CP","PER","4","Peru","CHN","China",2022,"Export",6,1454322.511,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","PER","4","Peru","CMR","Cameroon",2022,"Export",6,6.295,3,5,"Item","METAL PRODUCTS, MACHINERY AND EQUIP",34,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","PER","4","Peru","COL","Colombia",2022,"Export",6,364315.037,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","4","Peru","DEU","Germany",2022,"Export",6,92553.538,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","4","Peru","ECU","Ecuador",2022,"Export",6,226659.281,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","PER","4","Peru","FRA","France",2022,"Export",6,62934.845,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","4","Peru","ITA","Italy",2022,"Export",6,271548.734,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","High income"
"CP","PER","4","Peru","JPN","Japan",2022,"Export",6,124698.97,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","PER","4","Peru","KOR","Korea, Rep.",2022,"Export",6,59620.698,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","East Asia & Pacific","High income"
"CP","PER","4","Peru","RUS","Russian Federation",2022,"Export",6,37.577,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","PER","4","Peru","TUR","Turkey",2022,"Export",6,69115.581,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","PER","4","Peru","USA","United States",2022,"Export",6,2261013.45,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","North America","High income"
"CP","PER","4","Peru","ZAF","South Africa",2022,"Export",6,37940.637,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Latin America & Caribbean","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","TUR","0","Turkey","ARG","Argentina",2022,"Export",6,2707.933,588875,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",588875,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","0","Turkey","BRA","Brazil",2022,"Export",6,58091.893,12193841,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",12193841,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","0","Turkey","CAN","Canada",2022,"Export",6,92929.218,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","0","Turkey","CHL","Chile",2022,"Export",6,1998.896,567510,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",567510,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","High income"
"CP","TUR","0","Turkey","CHN","China",2022,"Export",6,105211.273,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","TUR","0","Turkey","CMR","Cameroon",2022,"Export",6,5726.505,6249230,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",6249230,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","TUR","0","Turkey","COL","Colombia",2022,"Export",6,702.696,281462,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",281462,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","0","Turkey","DEU","Germany",2022,"Export",6,833601.246,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","0","Turkey","ECU","Ecuador",2022,"Export",6,850.225,279591,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",279591,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","0","Turkey","FRA","France",2022,"Export",6,225989.96,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","0","Turkey","ITA","Italy",2022,"Export",6,668777.306,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","0","Turkey","JPN","Japan",2022,"Export",6,127431.721,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","0","Turkey","KOR","Korea, Rep.",2022,"Export",6,24172.178,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","0","Turkey","PER","Peru",2022,"Export",6,2339.575,721593,8,"Kg","AGRICULTURE, FORESTRY AND FISHERY P",721593,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","0","Turkey","RUS","Russian Federation",2022,"Export",6,1386271.866,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","TUR","0","Turkey","USA","United States",2022,"Export",6,453074.118,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","0","Turkey","ZAF","South Africa",2022,"Export",6,7893.123,,,"","AGRICULTURE, FORESTRY AND FISHERY P",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","TUR","1","Turkey","ARG","Argentina",2022,"Export",6,528.461,1256639,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",1256639,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","1","Turkey","BRA","Brazil",2022,"Export",6,13501.514,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","1","Turkey","CAN","Canada",2022,"Export",6,25541.407,348626673,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",348626673,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","1","Turkey","CHL","Chile",2022,"Export",6,43422.235,136678748,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",136678748,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","High income"
"CP","TUR","1","Turkey","CHN","China",2022,"Export",6,1430554.128,5916820072,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",5916820072,"Europe & Central Asia","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","TUR","1","Turkey","CMR","Cameroon",2022,"Export",6,2367.886,31601761,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",31601761,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","TUR","1","Turkey","COL","Colombia",2022,"Export",6,4912.218,22295861,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",22295861,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","1","Turkey","DEU","Germany",2022,"Export",6,128043.963,578384689,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",578384689,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","1","Turkey","ECU","Ecuador",2022,"Export",6,236.278,839304,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",839304,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","1","Turkey","FRA","France",2022,"Export",6,56514.813,521420783,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",521420783,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","1","Turkey","ITA","Italy",2022,"Export",6,234206.442,4573515370,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",4573515370,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","1","Turkey","JPN","Japan",2022,"Export",6,20589.263,48493786,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",48493786,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","1","Turkey","KOR","Korea, Rep.",2022,"Export",6,31920.021,91410096,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",91410096,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","1","Turkey","PER","Peru",2022,"Export",6,35031.937,59643375,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",59643375,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","1","Turkey","RUS","Russian Federation",2022,"Export",6,68467.724,886859926,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",886859926,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","TUR","1","Turkey","USA","United States",2022,"Export",6,101056.895,1136908601,8,"Kg","ORES AND MINERALS; ELECTRICITY, GAS",1136908601,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","1","Turkey","ZAF","South Africa",2022,"Export",6,7873.248,,,"","ORES AND MINERALS; ELECTRICITY, GAS",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","TUR","2","Turkey","ARG","Argentina",2022,"Export",6,14138.209,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","2","Turkey","BRA","Brazil",2022,"Export",6,65302.537,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","2","Turkey","CAN","Canada",2022,"Export",6,340930.71,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","2","Turkey","CHL","Chile",2022,"Export",6,47550.506,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","High income"
"CP","TUR","2","Turkey","CHN","China",2022,"Export",6,371284.768,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","TUR","2","Turkey","CMR","Cameroon",2022,"Export",6,53350.402,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","TUR","2","Turkey","COL","Colombia",2022,"Export",6,50758.794,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","2","Turkey","DEU","Germany",2022,"Export",6,5618120.219,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","2","Turkey","ECU","Ecuador",2022,"Export",6,11897.107,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","2","Turkey","FRA","France",2022,"Export",6,1654525.462,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","2","Turkey","ITA","Italy",2022,"Export",6,2151699.451,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","2","Turkey","JPN","Japan",2022,"Export",6,272823.062,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","2","Turkey","KOR","Korea, Rep.",2022,"Export",6,185062.724,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","2","Turkey","PER","Peru",2022,"Export",6,31611.792,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","2","Turkey","RUS","Russian Federation",2022,"Export",6,1718326.331,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","TUR","2","Turkey","USA","United States",2022,"Export",6,4113890.636,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","2","Turkey","ZAF","South Africa",2022,"Export",6,116828.643,,,"","FOOD PRODUCTS, BEVERAGES AND TOBACC",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","TUR","3","Turkey","ARG","Argentina",2022,"Export",6,138102.348,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","3","Turkey","BRA","Brazil",2022,"Export",6,470057.14,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","3","Turkey","CAN","Canada",2022,"Export",6,422368.081,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","3","Turkey","CHL","Chile",2022,"Export",6,102675.474,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","High income"
"CP","TUR","3","Turkey","CHN","China",2022,"Export",6,301610.006,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","TUR","3","Turkey","CMR","Cameroon",2022,"Export",6,54962.254,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","TUR","3","Turkey","COL","Colombia",2022,"Export",6,62538.053,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","3","Turkey","DEU","Germany",2022,"Export",6,3580630.055,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","3","Turkey","ECU","Ecuador",2022,"Export",6,30457.128,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","3","Turkey","FRA","France",2022,"Export",6,1705104.042,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","3","Turkey","ITA","Italy",2022,"Export",6,2523330.217,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","3","Turkey","JPN","Japan",2022,"Export",6,67391.037,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","3","Turkey","KOR","Korea, Rep.",2022,"Export",6,517278.753,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
"CP","TUR","3","Turkey","PER","Peru",2022,"Export",6,51305.068,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","3","Turkey","RUS","Russian Federation",2022,"Export",6,2471041.35,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","Upper middle income"
"CP","TUR","3","Turkey","USA","United States",2022,"Export",6,4670509.736,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","3","Turkey","ZAF","South Africa",2022,"Export",6,1241453.399,,,"","OTHER TRANSPORTABLE GOODS, EXCEPT M",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Upper middle income"
"CP","TUR","4","Turkey","ARG","Argentina",2022,"Export",6,160178.256,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","4","Turkey","BRA","Brazil",2022,"Export",6,354585.328,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","4","Turkey","CAN","Canada",2022,"Export",6,985542.742,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","North America","High income"
"CP","TUR","4","Turkey","CHL","Chile",2022,"Export",6,313172.491,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","High income"
"CP","TUR","4","Turkey","CHN","China",2022,"Export",6,679924.388,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","Upper middle income"
"CP","TUR","4","Turkey","CMR","Cameroon",2022,"Export",6,96907.509,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Sub-Saharan Africa","Lower middle income"
"CP","TUR","4","Turkey","COL","Colombia",2022,"Export",6,200652.469,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","4","Turkey","DEU","Germany",2022,"Export",6,10959384.889,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","4","Turkey","ECU","Ecuador",2022,"Export",6,26569.03,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Latin America & Caribbean","Upper middle income"
"CP","TUR","4","Turkey","FRA","France",2022,"Export",6,5890115.492,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","4","Turkey","ITA","Italy",2022,"Export",6,6570900.335,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","Europe & Central Asia","High income"
"CP","TUR","4","Turkey","JPN","Japan",2022,"Export",6,162044.056,,,"","METAL PRODUCTS, MACHINERY AND EQUIP",,"Europe & Central Asia","Upper middle income","East Asia & Pacific","High income"
