"","año","mes","carbon","gas_natural","petroleo","gasolina","petroleo_2018_ene_transformada","carbon_2018_ene_transformada","gasolina_2018_ene_transformada","gas_natural_2018_ene_transformada"
"25",2002,"ene",80.6139841008613,109.321999225934,93.4034581151228,75.1106487850725,194.028525451926,167.46074269131,156.028574568863,227.096370277004
"26",2002,"feb",83.4823416238165,110.496746435769,98.8427834700067,78.2643777586746,202.779484051951,171.26699155597,160.562153193175,226.688003363074
"27",2002,"mar",80.8244445271572,111.051622941502,99.9120431020373,70.6111363208913,203.560091158172,164.67115259523,143.862630569804,226.255792468868
"28",2002,"abr",75.7670914945627,108.591395362906,97.0080748769275,69.4938744556562,195.843459796041,152.961383429201,140.296782770858,219.22829206674
"29",2002,"may",78.647914768985,105.258707822134,91.2483688339784,74.5071083432707,1831.1632535757,1578.2985858887,1495.20129150601,2112.32135265282
"30",2002,"jun",77.0323167258097,112.150104281371,95.3831252865835,72.3456672900977,190.590375111667,153.922594760668,144.557937529261,224.093416729403
"31",2002,"jul",80.2695113498359,115.712328567182,94.3885281594185,75.3023262669188,188.564382453668,160.358161449191,150.43498322025,231.163937016739
"32",2002,"ago",83.8494816739707,107.264367622807,100.354091207965,74.4258577809056,200.276949365927,167.338652499741,148.531899107259,214.067807944594
"33",2002,"sept",76.4932047039713,110.246327969257,98.8923818066085,74.2270118216798,196.675652479578,152.128512536263,147.621542882717,219.256206501664
"34",2002,"oct",78.0282253061331,108.442777651727,101.685437060762,75.5876729512587,201.0823332631,154.300340918637,149.474163482082,214.444933178689
"35",2002,"nov",80.624516488918,105.820231512743,98.8265338135655,78.9466195248801,1939.34644725091,1582.15474711553,1549.22812922768,2076.58896970581
"36",2002,"dic",78.9016017084286,114.723922445851,98.7912445440946,79.133419023277,193.359624330434,154.43052808796,154.884253609075,224.543932493353
"37",2003,"ene",79.1214554143665,104.328640768833,102.207835400951,80.0591043280894,197.705874388234,153.048701835842,154.862444369666,201.80825732218
"38",2003,"feb",82.8384594453279,108.028213515098,94.2811822107449,76.1321894310408,180.369629286268,158.478520002017,145.648733527058,206.669118558798
"39",2003,"mar",85.326566483769,108.231296372091,99.436953760264,73.5734618164581,188.275793054524,161.558921164084,139.305372373503,204.927166281694
"40",2003,"abr",80.2113788036476,110.652445980275,93.7825572052424,79.2809805222465,1755.58787029315,1501.53853641454,1484.1216948819,2071.38830258277
"41",2003,"may",82.0723414615622,114.661446074373,101.643292733416,81.6353764123092,189.329074489879,152.87462686681,152.060700181293,213.577747051826
"42",2003,"jun",79.4084338508546,106.003556671369,96.9703513326279,78.3138525370353,180.728422806635,147.997411684958,145.957386545711,197.564052783464
"43",2003,"jul",82.5682860104387,113.832317613999,99.6610817687865,79.5636773795166,185.992064770565,154.092708277805,148.485370356377,212.43907265391
"44",2003,"ago",81.8397157580315,104.864720457574,96.5658624184158,79.1316141255007,179.665558215721,152.266834755452,147.228277864557,195.10599363272
"45",2003,"sept",81.4231402519838,108.067253860326,99.0348526225472,76.6785466758658,183.873389991948,151.174545379326,142.365479864786,200.643427926853
"46",2003,"oct",81.173488732208,111.369848414109,102.295909237141,80.1853934075924,189.819635233987,150.625006774206,148.79150340644,206.657178763851
"47",2003,"nov",84.5982147478041,113.530990182763,100.288521029368,77.3215176671756,185.424444663398,156.414481219968,142.960523565491,209.908577678197
"48",2003,"dic",79.0928850329908,110.996127069578,99.054549964771,83.1790871814795,182.038633089582,145.353854857124,152.863319630859,203.98440311091
"49",2004,"ene",87.0694624715196,106.772057439785,97.5086425090528,81.7949454338374,177.624540603435,158.608230759195,149.000019203626,194.499042997801
"50",2004,"feb",86.9373237596587,108.587827802935,99.2527327110193,82.1961018583918,178.665910323103,156.49681037799,147.962085903451,195.470115275383
"51",2004,"mar",84.236699330048,107.895391026809,100.685814273705,78.1058609231171,179.489809287415,150.166428178753,139.23715254673,192.342121857881
"52",2004,"abr",85.298708109908,106.93967200368,104.511878773983,81.883169463013,185.462946448809,151.367958550934,145.306868954288,189.771219259806
"53",2004,"may",83.4348993226588,104.183658254992,101.523659216823,84.8363066868171,179.474397016798,147.496931864037,149.974351842764,184.17676617019
"54",2004,"jun",82.1144902677462,105.81830404193,100.040336951756,85.9455323897675,175.768943666092,144.273576577433,151.004643739399,185.920720468554
"55",2004,"jul",88.3301735994913,104.762464495521,97.5236841805516,83.1687497797351,171.408991135866,155.25034837193,146.178557686386,184.131972648191
"56",2004,"ago",84.4554868371827,109.050974527161,99.0438035696365,88.375306706914,174.018053722692,148.386662425336,155.273710378766,191.600460198774
"57",2004,"sept",82.2198869463771,103.504327881758,104.563288333586,83.8734698763614,183.18766860382,144.043570574459,146.940533807105,181.33244293709
"58",2004,"oct",84.2345917527684,110.70087993214,100.557218509008,80.8114569655361,176.200961573546,147.599707755075,141.601534276837,193.975149475056
"59",2004,"nov",84.1424593575733,114.173083046872,99.5713494543775,84.9315586670395,173.973373562978,147.015658565821,148.394391200221,199.485861511311
"60",2004,"dic",86.2058626221565,112.973726350805,97.3008455388797,81.5124508515385,169.490113688282,150.16356102052,141.988021638695,196.790990015967
"61",2005,"ene",84.544773176101,111.370762723825,99.1165341981169,85.5581706409589,171.245980165498,146.070004036583,147.820874802705,192.417900592643
"62",2005,"feb",82.4749358546887,113.085251660477,100.060336381994,82.4315555236768,171.148449795438,141.069457978039,140.995257983588,193.426948341746
"63",2005,"mar",83.056516430384,110.701378432795,100.446451080499,86.3835729441359,170.493253983312,140.976366993654,146.623561942944,187.899502933354
"64",2005,"abr",90.2255978670282,104.207217935293,104.581886762418,84.6640815346037,176.712948994085,152.454999306501,143.057655441266,176.079867727462
"65",2005,"may",86.356231007882,111.724167482165,104.330334613666,83.6347309923196,175.588223207435,145.337760314042,140.757468743416,188.032063063598
"66",2005,"jun",83.001287634006,105.831911388954,101.865522999886,85.8358495498641,170.762194193518,139.13914718021,143.890862952875,177.411246438032
"67",2005,"jul",85.5926876691727,108.369800072737,100.738943186666,87.1826271054918,168.786619635725,143.409290987363,146.073211159571,181.572008264801
"68",2005,"ago",87.6116689817199,113.028041997046,100.432854735315,87.7548353183744,168.273772931374,146.792064521339,147.031937615548,189.376824187801
"69",2005,"sept",86.0974479853031,108.152023734408,101.149431422056,88.6196470941541,168.749641577029,143.638113274147,147.845949043668,180.432207916811
"70",2005,"oct",82.249861518838,114.358812847693,102.150150978932,83.3711997904346,1700.12017491045,1368.91279759936,1387.57561698995,1903.31314283882
"71",2005,"nov",86.3429327493813,109.141555078931,101.807583245511,87.4898081118334,169.268557687261,143.556533089791,145.463364901928,181.462254804776
"72",2005,"dic",86.078634590169,114.320204986255,99.6551359015729,90.2600654179453,1655.76923415339,1430.19578050753,1499.67021809407,1899.42923207998
"73",2006,"ene",84.4139192198964,110.806860819768,105.317643880017,84.6780043520159,174.036425069773,139.493214868121,139.929613087972,183.107304909386
"74",2006,"feb",82.9915443154418,113.086986799775,102.975241155889,86.3145444202403,169.048565391918,136.242472935281,141.697652201751,185.648440036728
"75",2006,"mar",88.2822995968744,114.571918170891,100.66731755301,85.9333659199271,164.099673758066,143.910624764886,140.081584124528,186.765822818102
"76",2006,"abr",90.2388359973673,109.41564698486,98.272181796534,89.4926506251252,159.502178242902,146.463532614798,145.25242495371,177.588751047319
"77",2006,"may",90.5420656578003,111.632582523974,99.2068514567589,87.2864571382508,160.485059256555,146.468198102592,141.201661381549,180.585930893402
"78",2006,"jun",88.1076894439943,107.919071751534,101.232584985248,92.8260433691833,163.24758620389,142.082390070648,149.691203865682,174.030209456466
"79",2006,"jul",84.1194749803967,117.144950700707,100.368990211501,93.2932919043922,161.188664833323,135.092580188343,149.825370647709,188.130199931499
"80",2006,"ago",88.3203799626203,111.396575068903,98.3368707255316,89.2275866624209,157.329314334992,141.303914989409,142.755356417092,178.223555880415
"81",2006,"sept",88.0736344941236,108.236320987626,103.89729376181,86.5166898831049,165.736065760375,140.494301148379,138.010676550527,172.657644519515
"82",2006,"oct",89.3968256270279,113.834070360663,102.112969429998,89.9859532230696,163.129859271216,142.815272783031,143.756429448747,181.854821986494
"83",2006,"nov",88.8671788729284,112.963359210806,106.200545053852,91.1856252705617,169.271762691652,141.644320239855,145.339663877069,180.050930279946
"84",2006,"dic",88.9038167620114,114.683651560292,98.3471996744116,90.4230202468689,156.396582166075,141.379247493869,143.795160030607,182.375616120582
"85",2007,"ene",87.9483043828606,117.334679975494,102.626491518295,90.3855861579994,1619.60545595134,1387.9608618868,1426.42495436726,1851.72351747733
"86",2007,"feb",85.9773493645841,113.568157085339,101.176547755968,88.4844875631329,157.808231291213,134.101565385061,138.012027379375,177.135812578491
"87",2007,"mar",91.0290109194647,110.388717692493,104.336870394224,93.1981170957032,160.783298618244,140.275864038164,143.618460425722,170.109205823177
"88",2007,"abr",80.8332788276021,113.227886350851,104.250060570269,94.6337924096982,159.240538878908,123.471725670415,144.551821044916,172.95404472668
"89",2007,"may",86.288132571554,114.504494985625,105.085236521617,93.7402791915167,160.015036970388,131.392374234249,142.739881804038,174.357898453521
"90",2007,"jun",88.1472421072947,111.625892079141,103.512902662341,93.7728250065259,157.44874292979,134.076739281417,142.633556189745,169.789040150946
"91",2007,"jul",87.7955623620244,117.209982798792,102.403438543466,89.1550870813327,155.494431903226,133.313112208753,135.377481598044,177.977418999941
"92",2007,"ago",87.8589036401361,117.338393849715,106.369654172309,91.7256122186673,161.743566751251,133.59649005336,139.47612971136,178.422412724707
"93",2007,"sept",91.1484439747878,110.997331079583,106.815519416471,95.2050299055129,1622.69744683621,1384.68967926185,1446.31566459263,1686.22580999872
"94",2007,"oct",89.1260569418306,115.225260234668,105.0706077646,92.7749368982432,1596.18946655474,1353.96640709295,1409.39869091677,1750.45477113508
"95",2007,"nov",93.7530275024463,112.150834144003,97.7943441029247,92.9019512979873,147.851222761715,141.741323396583,140.454616495004,169.556206077579
"96",2007,"dic",90.7042879683969,114.313199794488,100.999995642574,93.7370856959097,151.967441762114,136.476229644519,141.039462633787,171.998864177051
"97",2008,"ene",89.1651752829229,114.470315340772,111.373417961391,98.0356124322928,165.810554934734,132.747359873965,145.953492299214,170.421154864684
"98",2008,"feb",92.1195738150558,118.830553569199,106.63580089907,92.641687399878,1563.93829499042,1351.04090739585,1358.6983115955,1742.78855482767
"99",2008,"mar",92.8415545158096,118.170131064493,105.547542211637,92.9326885672502,153.550891883964,135.066181562156,135.198763662946,171.914273310262
"100",2008,"abr",89.608104496654,117.492323785588,104.205508536977,95.9866970329352,150.543078767758,129.454576085893,138.669568384272,169.738206766529
"101",2008,"may",94.9351908124933,108.018980578708,97.9549898379719,101.495068928241,140.204727896939,135.882435572974,145.271706377624,154.60949773762
"102",2008,"jun",91.5428576676428,113.394078643366,104.084876142359,96.1814952633642,147.699664923094,129.902152019863,136.484522523438,160.90971177197
"103",2008,"jul",92.3023765169213,113.649574993407,108.147256143762,95.695222488223,152.730985978875,130.354051284323,135.145598744228,160.501636969403
"104",2008,"ago",86.9637679962297,117.841460765428,100.7142194978,97.2054753956259,141.966437745634,122.583845825586,137.020523418636,166.108941587688
"105",2008,"sept",90.4498035940621,114.051459548352,106.029922832745,99.5987179703173,149.740781550501,127.737754771632,140.658311086664,161.069198519415
"106",2008,"oct",86.9099095740638,112.624953502518,103.738741824788,99.0853406191269,1459.97683840859,1223.13470140815,1394.48676343195,1585.03776552678
"107",2008,"nov",94.9328399392352,115.349619623163,104.822745892123,97.3604473761438,147.119907999118,133.239313272034,136.646487733419,161.894494198404
"108",2008,"dic",91.5566144674956,119.139762972871,105.058008534024,100.751341336722,1467.95237425836,1279.30037378436,1407.77626369205,1664.71362216965
"109",2009,"ene",88.7421131117324,112.763771759512,103.985063219893,98.4029100444312,144.447560402167,123.273298558428,136.693288942222,156.642225604689
"110",2009,"feb",93.8689083794866,117.565385167313,98.6609766125259,103.946865241635,1359.09675833611,1293.08398788861,1431.91211398541,1619.51299652091
"111",2009,"mar",95.9974080849821,115.161432210999,102.88725598284,99.9777970799828,141.034351033118,131.589981876716,137.046163727487,157.859374329428
"112",2009,"abr",84.7422407843648,119.881533530757,106.004367206151,96.9856854737178,144.838973572653,115.787485902201,132.516305747432,163.800027532288
"113",2009,"may",93.8512488611675,121.822234834006,106.257347855866,99.8684295234722,145.164296629537,128.215608648686,136.436026494246,166.428387216145
"114",2009,"jun",89.5038728457201,115.836815783384,105.909465792068,100.488092075565,144.770149946747,122.344957514269,137.359546182618,158.340079093951
"115",2009,"jul",94.130349457975,114.639842613499,104.232471540401,99.9479688258902,142.537758683894,128.723120900677,136.678707229235,156.769824033855
"116",2009,"ago",89.8609624937063,115.230295833744,107.234249795415,102.136591777132,146.581028486991,122.833071787122,139.612919355622,157.511012651228
"117",2009,"sept",93.3777167305785,118.91366204825,110.662210733659,101.396201019042,151.415339686501,127.765554331276,138.736973700718,162.705519915345
"118",2009,"oct",96.988828923536,113.917625866108,105.95648337452,100.409252745621,145.159935714523,132.874286907044,137.560253129379,156.066667379147
"119",2009,"nov",92.0795638001524,116.559049993666,107.678541049274,98.0811412747255,147.622829751697,126.237276601474,134.465191292156,159.797640510013
"120",2009,"dic",91.4102145850697,112.744497883531,102.291249152046,99.7005254261021,1401.18897890436,1252.14020062947,1365.70115797862,1544.37793238494
"121",2010,"ene",89.8994210408905,117.714729283629,107.67232277059,101.93492192728,146.481819498056,122.302839086596,138.676425381052,160.143918915224
"122",2010,"feb",94.5470943572652,121.167944476954,99.0438891152943,103.549561650136,133.643476831968,127.575790158606,139.723142608436,163.496259336432
"123",2010,"mar",93.7089877036268,111.692659098883,105.992595975884,102.015116084954,142.664337365829,126.130797277598,137.310713107446,150.33653107803
"124",2010,"abr",91.4315339668985,114.869937288654,101.943493814474,101.918607375305,136.592237281572,122.507453053876,136.558892393371,153.912144302273
"125",2010,"may",90.8556056083302,119.284033067544,103.082279545019,101.064295957336,137.966443310357,121.602130025805,135.265552143804,159.65104631642
"126",2010,"jun",93.7514087738003,119.556858212272,108.421113456805,104.741593991666,144.952860801127,125.340300174212,140.033552597768,159.840718045824
"127",2010,"jul",89.6347451153033,115.855602631058,106.569736399108,104.580044362348,142.536291703305,119.885856981562,139.875092247118,154.956074116937
"128",2010,"ago",90.0584580274996,116.956148272164,108.829191315759,106.591762269085,14539.8781219534,12032.0567279754,14240.9514713752,15625.6618369646
"129",2010,"sept",99.2099972253288,119.745283763214,104.742033883986,102.090383714462,1401.30186072774,1327.2909505331,1365.82649158731,1602.02435191033
"130",2010,"oct",93.3806209286386,116.818067393652,108.96950644101,101.445040664049,145.906040131682,125.033113113264,135.831065567885,156.414965855338
"131",2010,"nov",93.3558156376549,116.941186709736,102.391294231269,103.469763869327,136.835063392377,124.760108237058,138.276323241647,156.279445598802
"132",2010,"dic",97.9339651249908,117.012200251659,109.853054605286,105.51488416003,145.867507360838,130.040838919542,140.107102139248,155.373722131304
"133",2011,"ene",99.3199306064761,120.769769459773,109.705233052727,105.354075167823,144.354443869839,130.689056017939,138.629019847784,158.913594379542
"134",2011,"feb",94.0643706618591,118.803720033469,105.86203666315,109.174335060798,138.456811529529,123.026660461997,142.788962028693,155.383221333837
"135",2011,"mar",98.027918256022,118.12862157465,105.876491370709,109.761795835001,138.105312336302,127.867632305869,143.173304103085,154.086992940693
"136",2011,"abr",96.0882616943383,112.412998380851,107.339668473811,103.770323865401,139.845549909842,125.186857641582,135.195293702813,146.455246220737
"137",2011,"may",94.2431376908992,114.327283833359,107.104020465007,105.243945606316,139.14819656257,122.439499387151,136.731610696469,148.532569498701
"138",2011,"jun",96.3864944335069,116.549603892957,111.404650912233,107.279790389302,144.274274378835,124.825053805603,138.932385561926,150.937231014209
"139",2011,"jul",98.3144289701079,121.918858866204,109.989261426142,107.177319306748,142.233527802858,127.136121154264,138.59724147424,157.660385908524
"140",2011,"ago",94.9186077960375,122.515831484549,106.94548178772,103.597639871919,138.352471664098,122.793630698336,134.021459301077,158.495411124659
"141",2011,"sept",99.8250232737946,115.489572666438,105.109357548807,104.144645130364,135.563549877482,128.748142288987,134.319323453642,148.95130947048
"142",2011,"oct",98.8265201440047,114.602975282939,110.551421718438,107.129179155607,142.300120894804,127.208004614554,137.895061938054,147.515219471361
"143",2011,"nov",93.8498231536554,120.272267911688,104.241244166826,104.10282927736,134.000903434697,120.642852934968,133.822972708857,154.608597461802
"144",2011,"dic",96.2942989228956,115.424090780455,106.88416705437,108.376010276825,136.821273301125,123.2652969412,138.730965773708,147.75313786347
"145",2012,"ene",97.1752993217828,122.23440906272,110.862100838889,113.571229090916,140.877924362435,123.485432480176,144.320546882567,155.329275777031
"146",2012,"feb",95.7162742071664,119.199081270543,110.960293944472,108.457429827603,140.144489360326,120.89106738442,136.983335030901,150.550199382492
"147",2012,"mar",96.9083367616613,122.86588976893,107.989180515064,109.34095868099,136.233149342054,122.254172608522,137.938477559914,155.000779060455
"148",2012,"abr",94.6847109652878,116.324997422237,112.116597554299,111.019096418824,141.239108233929,119.279254203623,139.856528981244,146.540648393061
"149",2012,"may",99.4471677780784,117.024202268812,111.47069701705,110.612895667532,139.991463817575,124.891607949987,138.914186382364,146.965882658733
"150",2012,"jun",97.5653739780916,118.61539420478,107.062749389561,111.350953620737,134.351903602212,122.433748379867,139.73312540698,148.849194503245
"151",2012,"jul",94.1005923722276,124.233314303372,107.574303636871,108.465241495904,1350.28595028365,1181.16226178422,1361.46911236751,1559.39191042572
"152",2012,"ago",95.3568911493313,125.113804864779,114.679528749932,110.113268571425,143.891604772686,119.646952190844,138.162190708492,156.983782174989
"153",2012,"sept",97.0636569316809,117.397066659251,105.936224229721,114.569681148697,132.528988572661,121.429174711991,143.329669092257,146.866802350907
"154",2012,"oct",104.662753533093,121.099514974603,112.982470123633,112.179169467388,141.126797017904,130.734610042041,140.123391369805,151.265826017841
"155",2012,"nov",96.4326607537642,114.410406405543,112.831724068819,117.006232423737,141.119236322544,120.608840770898,146.340316084728,143.093702702393
"156",2012,"dic",93.8093435226137,120.837944469051,107.505055510886,115.828831499576,134.336554311041,117.222617216663,144.737808278715,150.997113697201
"157",2013,"ene",101.927348240152,121.419214310109,109.714154611131,110.659700078006,136.694193909346,126.992517550614,137.872260457434,151.277669540942
"158",2013,"feb",99.7678050425775,121.360448329248,110.191231223131,113.243188974765,136.677486725067,123.748620447699,140.463032185029,150.531406912775
"159",2013,"mar",101.861390298566,120.508658508989,107.279217100185,110.102502217353,132.795304528252,126.088861477587,136.290100790182,149.171334742755
"160",2013,"abr",98.9410212136557,118.719096372789,107.624766723588,107.224344674972,132.885726022934,122.163790340142,132.391319611976,146.584041894393
"161",2013,"may",101.816919763075,118.138006546564,111.341506412338,115.7180756706,137.093007453545,125.365536983874,142.48180684451,145.461428840884
"162",2013,"jun",102.033748430427,111.661520354558,106.74907096417,117.432309827584,131.140406740591,125.347669535453,144.264682925863,137.175312762061
"163",2013,"jul",103.302426312395,115.450427823718,107.749751864772,115.776228546127,132.30307565619,126.842322022509,142.158574469392,141.758532363681
"164",2013,"ago",103.326487995365,127.959576174946,106.238441914907,114.627491668644,1303.32518741646,1267.60155650162,1406.24141665948,1569.79842318774
"165",2013,"sept",98.7171933020621,125.635441555446,111.421988715629,113.560747044518,136.297335500255,120.756150291611,138.913579070009,153.683991156436
"166",2013,"oct",101.916917758013,122.714947948965,112.77800083877,118.51450986925,138.320402688697,124.999459116436,145.356138676408,150.507908368493
"167",2013,"nov",100.262959994426,123.322429157016,111.495229743546,117.265279617133,137.040072550574,123.234360280483,144.132107385747,151.577019731365
"168",2013,"dic",102.778629971827,120.625341806948,114.849795069908,116.134544807861,140.790604740675,125.992958536353,142.365537394554,147.870658451881
"169",2014,"ene",100.962923445504,126.92200107858,112.862256751223,112.802396304371,137.679248292017,123.163401171232,137.606225285369,154.830553660962
"170",2014,"feb",103.92366275185,114.314908121279,111.159518575262,117.798902789263,134.759326869426,125.987257031547,142.808290727618,138.584623854174
"171",2014,"mar",102.428402394825,130.539584170079,102.087365395193,114.494165684689,123.270778098219,123.682581225297,138.252024009257,157.626911527892
"172",2014,"abr",99.2641342999475,124.298839957758,109.479197494726,115.590716582848,131.593617595029,119.315146885308,138.939642449164,149.40677669559
"173",2014,"may",101.231985916123,127.884974573265,111.202563612752,119.403549525436,133.025708685781,121.098437218195,142.83611167933,152.981989085374
"174",2014,"jun",95.9651871295583,120.786527133778,113.862804307816,113.676555173459,136.074492147302,114.685512813942,135.851910624525,144.348854201168
"175",2014,"jul",103.691089783462,129.037589961154,110.946084176297,117.37838830512,132.394121983534,123.736595944954,140.06991571514,153.983068015555
"176",2014,"ago",100.770830855066,125.494662935219,111.130795435721,120.278191391558,1323.39273245981,1200.02187219714,1432.32381030753,1494.44376997215
"177",2014,"sept",105.480463871996,124.189275061932,107.978046677336,117.220120105411,128.412375227907,125.442136830091,139.403466819665,147.69150099732
"178",2014,"oct",100.177721351858,127.555159053838,110.832707750518,119.019394436711,131.598660663599,118.947323635825,141.319229844319,151.454281257862
"179",2014,"nov",102.437283805901,120.204589633608,109.298342748988,115.051462829927,129.603250678527,121.46757798893,136.425157079668,142.535606406879
"180",2014,"dic",101.778767916451,118.755002960976,111.354189717406,120.256539275694,131.688785293302,120.364777917928,142.216809452631,140.441074800339
"181",2015,"ene",105.078850233549,123.673450134014,110.935847370205,116.011053973651,13035.6303542362,12347.3979075639,13631.9977036749,14532.3754115306
"182",2015,"feb",107.995023370482,121.938511551185,115.454228934642,119.535731528227,134.114470557356,125.449674003371,138.855644306193,141.646772648726
"183",2015,"mar",101.818203153453,117.589892565547,115.704544856565,121.288454935238,133.625390880531,117.588269432282,140.074162342614,135.802749815486
"184",2015,"abr",100.610606826939,123.641477640455,110.283284359895,123.837059294023,1266.89384259371,1155.77767771866,1422.59462814441,1420.34785798275
"185",2015,"may",100.378356522048,116.139669919632,109.682033946041,121.001266690905,125.673035370739,115.012935991487,138.64254629187,133.072157040199
"186",2015,"jun",103.485343911811,121.039697071664,110.325700940728,119.366049295605,126.277028667401,118.447665669745,136.624466468728,138.540096882988
"187",2015,"jul",102.160578835056,121.096414648238,114.457008499653,119.262126578002,130.760126964638,116.712208665609,136.249680275888,138.345242130053
"188",2015,"ago",105.106927258309,124.260687169674,111.142176680652,119.283894254459,126.366244948286,119.504297219665,135.623201289781,141.281706920707
"189",2015,"sept",100.625080376614,118.813335770524,112.096664441998,118.804759616731,126.551541648664,113.60069555656,134.124646433844,134.134328483611
"190",2015,"oct",102.395973548519,122.146775856565,111.478595562246,122.740914116236,125.000085366588,114.815811682997,137.628435890509,136.962233263863
"191",2015,"nov",105.836429582974,121.540939499368,112.718151170764,128.756248785701,125.624514726141,117.954827759427,143.498993761507,135.457522904507
"192",2015,"dic",105.857337879825,123.165820088506,114.573801287313,119.507985615705,126.909515497463,117.254584479492,132.37494420329,136.426603443861
"193",2016,"ene",104.440363297936,111.26868180453,112.387824221051,124.712491945448,122.897011955142,114.206397942008,136.374137677313,121.673220500009
"194",2016,"feb",103.12692422966,123.439231969908,110.799310005522,124.067354684825,119.630872410478,111.346938117112,133.956482922738,133.278293966845
"195",2016,"mar",105.899649989771,126.606115971345,115.404641046748,121.17262869362,123.441704773956,113.274762705663,129.611389301258,135.423278029011
"196",2016,"abr",108.298230460142,120.60857013905,110.323812441517,125.399146120713,117.427495661041,115.271487687195,133.473520911854,128.374482654825
"197",2016,"may",105.057610683654,125.607245858766,111.662338716323,126.175939159352,1182.45688327937,1112.51561020378,1336.14976614675,1330.1275449083
"198",2016,"jun",101.674966446236,119.340427615768,114.650694440285,126.080809353879,120.832961192576,107.157547844191,132.879417941256,125.775577105747
"199",2016,"jul",103.199356901354,127.479892027866,113.552947125236,124.359280426902,119.058470577556,108.202894846152,130.388740271294,133.660652219714
"200",2016,"ago",106.364513703338,126.460781096099,115.854108179001,123.353247480311,121.85108563246,111.870279537222,129.738404257034,133.006793705409
"201",2016,"sept",108.163545775732,128.645180923649,111.472245809159,128.899412747246,117.305655306078,113.823809014967,135.64479634483,135.377260417387
"202",2016,"oct",111.785346368883,122.933934967709,111.631991606098,124.790167759255,117.549861167596,117.711345620354,131.405582612396,129.450946635723
"203",2016,"nov",106.039892874959,126.74886129026,112.930099965798,122.68797735849,118.775721445749,111.528855301356,129.038697635862,133.309785847505
